Date,Adj Close,State
1989-12-01,196.220001,1.0
1989-12-04,196.699997,1.0
1989-12-05,195.899994,1.0
1989-12-06,195.410004,1.0
1989-12-07,194.889999,1.0
1989-12-08,195.339996,1.0
1989-12-11,195.029999,1.0
1989-12-12,196.309998,1.0
1989-12-13,196.860001,1.0
1989-12-14,195.839996,1.0
1989-12-15,195.169998,1.0
1989-12-18,191.75,1.0
1989-12-19,190.970001,1.0
1989-12-20,191.179993,1.0
1989-12-21,192.300003,1.0
1989-12-22,193.839996,1.0
1989-12-26,193.660004,1.0
1989-12-27,194.759995,1.0
1989-12-28,195.720001,1.0
1989-12-29,197.279999,1.0
1990-01-02,200.309998,1.0
1990-01-03,200.110001,1.0
1990-01-04,198.850006,1.0
1990-01-05,196.860001,1.0
1990-01-08,197.539993,1.0
1990-01-09,195.5,1.0
1990-01-10,194.029999,1.0
1990-01-11,194.5,1.0
1990-01-12,189.949997,1.0
1990-01-15,188.240005,1.0
1990-01-16,190.059998,1.0
1990-01-17,188.559998,1.0
1990-01-18,188.710007,1.0
1990-01-19,189.350006,1.0
1990-01-22,184.889999,1.0
1990-01-23,185.119995,1.0
1990-01-24,184.100006,1.0
1990-01-25,182.190002,1.0
1990-01-26,181.630005,1.0
1990-01-29,181.020004,1.0
1990-01-30,179.419998,-1.0
1990-01-31,182.509995,-1.0
1990-02-01,182.610001,-1.0
1990-02-02,184.009995,-1.0
1990-02-05,184.600006,-1.0
1990-02-06,183.580002,-1.0
1990-02-07,185.570007,-1.0
1990-02-08,185.380005,-1.0
1990-02-09,185.809998,-1.0
1990-02-12,184.070007,-1.0
1990-02-13,184.350006,-1.0
1990-02-14,184.800003,-1.0
1990-02-15,186.330002,-1.0
1990-02-16,185.369995,-1.0
1990-02-20,182.899994,-1.0
1990-02-21,182.529999,-1.0
1990-02-22,181.839996,-1.0
1990-02-23,180.899994,-1.0
1990-02-26,182.850006,-1.0
1990-02-27,183.820007,-1.0
1990-02-28,184.839996,-1.0
1990-03-01,185.339996,-1.0
1990-03-02,186.949997,-1.0
1990-03-05,186.139999,-1.0
1990-03-06,188.100006,-1.0
1990-03-07,187.75,-1.0
1990-03-08,189.429993,-1.0
1990-03-09,188.410004,-1.0
1990-03-12,188.759995,-1.0
1990-03-13,187.5,-1.0
1990-03-14,187.919998,-1.0
1990-03-15,188.460007,-1.0
1990-03-16,190.279999,-1.0
1990-03-19,191.059998,-1.0
1990-03-20,190.100006,-1.0
1990-03-21,189.279999,-1.0
1990-03-22,187.070007,-1.0
1990-03-23,187.910004,-1.0
1990-03-26,188.160004,-1.0
1990-03-27,189.929993,-1.0
1990-03-28,190.059998,-1.0
1990-03-29,189.410004,-1.0
1990-03-30,189.130005,-1.0
1990-04-02,188.380005,-1.0
1990-04-03,190.839996,-1.0
1990-04-04,189.630005,-1.0
1990-04-05,189.350006,-1.0
1990-04-06,188.860001,-1.0
1990-04-09,189.410004,-1.0
1990-04-10,189.809998,-1.0
1990-04-11,189.889999,-1.0
1990-04-12,191.169998,-1.0
1990-04-16,191.399994,-1.0
1990-04-17,191.309998,-1.0
1990-04-18,189.289993,-1.0
1990-04-19,187.889999,-1.0
1990-04-20,186.330002,-1.0
1990-04-23,184.110001,-1.0
1990-04-24,183.690002,-1.0
1990-04-25,184.529999,-1.0
1990-04-26,184.869995,-1.0
1990-04-27,182.949997,-1.0
1990-04-30,183.759995,-1.0
1990-05-01,184.529999,-1.0
1990-05-02,185.610001,-1.0
1990-05-03,186.220001,-1.0
1990-05-04,187.630005,-1.0
1990-05-07,188.720001,-1.0
1990-05-08,189.419998,-1.0
1990-05-09,189.759995,-1.0
1990-05-10,190.410004,-1.0
1990-05-11,194.440002,-1.0
1990-05-14,195.960007,-1.0
1990-05-15,195.770004,-1.0
1990-05-16,195.630005,-1.0
1990-05-17,195.990005,-1.0
1990-05-18,196.139999,-1.0
1990-05-21,198.039993,-1.0
1990-05-22,198.380005,-1.0
1990-05-23,198.940002,-1.0
1990-05-24,198.699997,-1.0
1990-05-25,196.820007,-1.0
1990-05-29,199.630005,-1.0
1990-05-30,199.729996,-1.0
1990-05-31,199.839996,-1.0
1990-06-01,201.020004,-1.0
1990-06-04,203.270004,-1.0
1990-06-05,203.009995,-1.0
1990-06-06,202.259995,-1.0
1990-06-07,201.339996,-1.0
1990-06-08,199.139999,-1.0
1990-06-11,200.529999,-1.0
1990-06-12,202.850006,-1.0
1990-06-13,202.369995,-1.0
1990-06-14,201.309998,-1.0
1990-06-15,201.190002,-1.0
1990-06-18,198.139999,-1.0
1990-06-19,198.770004,-1.0
1990-06-20,198.949997,-1.0
1990-06-21,199.610001,-1.0
1990-06-22,197.399994,-1.0
1990-06-25,195.679993,-1.0
1990-06-26,195.479996,-1.0
1990-06-27,196.860001,-1.0
1990-06-28,198.190002,-1.0
1990-06-29,198.520004,-1.0
1990-07-02,199.160004,-1.0
1990-07-03,199.470001,-1.0
1990-07-05,197.330002,-1.0
1990-07-06,198.649994,-1.0
1990-07-09,199.139999,-1.0
1990-07-10,197.660004,-1.0
1990-07-11,199.960007,-1.0
1990-07-12,202.110001,-1.0
1990-07-13,203.070007,-1.0
1990-07-16,203.850006,1.0
1990-07-17,202.979996,1.0
1990-07-18,201.199997,1.0
1990-07-19,201.509995,1.0
1990-07-20,199.649994,1.0
1990-07-23,196.059998,1.0
1990-07-24,196.199997,1.0
1990-07-25,196.919998,1.0
1990-07-26,196.440002,1.0
1990-07-27,195.119995,1.0
1990-07-30,195.800003,1.0
1990-07-31,196.0,1.0
1990-08-01,195.660004,1.0
1990-08-02,193.289993,1.0
1990-08-03,189.509995,1.0
1990-08-06,183.470001,1.0
1990-08-07,183.759995,1.0
1990-08-08,185.839996,1.0
1990-08-09,186.910004,1.0
1990-08-10,184.619995,1.0
1990-08-13,184.610001,1.0
1990-08-14,186.470001,1.0
1990-08-15,186.929993,1.0
1990-08-16,182.820007,1.0
1990-08-17,180.0,1.0
1990-08-20,180.009995,1.0
1990-08-21,176.369995,1.0
1990-08-22,173.539993,1.0
1990-08-23,168.050003,1.0
1990-08-24,170.520004,1.0
1990-08-27,176.089996,1.0
1990-08-28,176.160004,1.0
1990-08-29,177.600006,1.0
1990-08-30,175.059998,1.0
1990-08-31,176.820007,1.0
1990-09-04,177.020004,1.0
1990-09-05,177.759995,1.0
1990-09-06,175.830002,1.0
1990-09-07,177.350006,1.0
1990-09-10,176.699997,1.0
1990-09-11,176.330002,1.0
1990-09-12,177.020004,1.0
1990-09-13,174.979996,1.0
1990-09-14,173.940002,1.0
1990-09-17,174.309998,1.0
1990-09-18,174.559998,1.0
1990-09-19,173.649994,1.0
1990-09-20,170.830002,1.0
1990-09-21,170.570007,1.0
1990-09-24,166.789993,1.0
1990-09-25,168.619995,1.0
1990-09-26,166.869995,1.0
1990-09-27,164.460007,1.0
1990-09-28,167.029999,1.0
1990-10-01,171.789993,1.0
1990-10-02,172.130005,1.0
1990-10-03,170.070007,1.0
1990-10-04,170.559998,1.0
1990-10-05,169.839996,1.0
1990-10-08,170.839996,1.0
1990-10-09,166.440002,1.0
1990-10-10,163.889999,1.0
1990-10-11,161.100006,-1.0
1990-10-12,163.399994,-1.0
1990-10-15,165.009995,-1.0
1990-10-16,162.75,-1.0
1990-10-17,162.75,-1.0
1990-10-18,166.399994,-1.0
1990-10-19,169.679993,-1.0
1990-10-22,170.850006,-1.0
1990-10-23,169.820007,-1.0
1990-10-24,169.889999,-1.0
1990-10-25,168.740005,-1.0
1990-10-26,165.869995,-1.0
1990-10-29,164.330002,-1.0
1990-10-30,165.210007,-1.0
1990-10-31,165.289993,-1.0
1990-11-01,166.75,-1.0
1990-11-02,169.350006,-1.0
1990-11-05,170.830002,-1.0
1990-11-06,169.610001,-1.0
1990-11-07,166.800003,-1.0
1990-11-08,167.529999,-1.0
1990-11-09,170.639999,-1.0
1990-11-12,173.949997,-1.0
1990-11-13,173.279999,-1.0
1990-11-14,174.809998,-1.0
1990-11-15,173.210007,-1.0
1990-11-16,173.199997,-1.0
1990-11-19,174.25,-1.0
1990-11-20,172.240005,-1.0
1990-11-21,172.470001,-1.0
1990-11-23,172.039993,-1.0
1990-11-26,172.660004,-1.0
1990-11-27,173.660004,-1.0
1990-11-28,173.789993,-1.0
1990-11-29,173.070007,-1.0
1990-11-30,175.970001,-1.0
1990-12-03,177.110001,-1.0
1990-12-04,178.350006,-1.0
1990-12-05,180.550003,-1.0
1990-12-06,180.119995,-1.0
1990-12-07,179.429993,-1.0
1990-12-10,179.970001,-1.0
1990-12-11,178.779999,-1.0
1990-12-12,180.580002,-1.0
1990-12-13,180.339996,-1.0
1990-12-14,178.889999,-1.0
1990-12-17,178.330002,-1.0
1990-12-18,180.479996,-1.0
1990-12-19,180.720001,-1.0
1990-12-20,180.809998,-1.0
1990-12-21,181.490005,-1.0
1990-12-24,180.589996,-1.0
