Date,Adj Close,State
1987-09-10,178.830002,0.0
1987-09-11,181.339996,0.0
1987-09-14,181.789993,0.0
1987-09-15,179.270004,0.0
1987-09-16,177.889999,0.0
1987-09-17,177.839996,0.0
1987-09-18,177.690002,0.0
1987-09-21,175.479996,0.0
1987-09-22,179.419998,0.0
1987-09-23,180.520004,0.0
1987-09-24,179.970001,0.0
1987-09-25,180.229996,0.0
1987-09-28,181.660004,0.0
1987-09-29,181.660004,0.0
1987-09-30,181.380005,0.0
1987-10-01,184.139999,0.0
1987-10-02,184.699997,0.0
1987-10-05,184.800003,-1.0
1987-10-06,180.490005,-1.0
1987-10-07,179.889999,-1.0
1987-10-08,177.600006,-1.0
1987-10-09,176.070007,-1.0
1987-10-12,174.850006,-1.0
1987-10-13,177.25,-1.0
1987-10-14,172.699997,-1.0
1987-10-15,168.990005,-1.0
1987-10-16,160.679993,-1.0
1987-10-19,131.039993,-1.0
1987-10-20,133.529999,-1.0
1987-10-21,145.330002,-1.0
1987-10-22,139.610001,-1.0
1987-10-23,138.949997,-1.0
1987-10-26,127.379997,-1.0
1987-10-27,129.580002,-1.0
1987-10-28,129.330002,-1.0
1987-10-29,135.570007,-1.0
1987-10-30,140.320007,-1.0
1987-11-02,142.25,-1.0
1987-11-03,139.589996,-1.0
1987-11-04,138.710007,-1.0
1987-11-05,141.580002,-1.0
1987-11-06,139.910004,-1.0
1987-11-09,136.320007,-1.0
1987-11-10,133.979996,-1.0
1987-11-11,135.350006,-1.0
1987-11-12,138.710007,-1.0
1987-11-13,137.470001,-1.0
1987-11-16,137.910004,-1.0
1987-11-17,135.880005,-1.0
1987-11-18,137.130005,-1.0
1987-11-19,134.360001,-1.0
1987-11-20,135.050003,-1.0
1987-11-23,135.580002,-1.0
1987-11-24,137.339996,-1.0
1987-11-25,136.449997,-1.0
1987-11-27,134.729996,-1.0
1987-11-30,129.300003,-1.0
1987-12-01,130.009995,-1.0
1987-12-02,130.639999,-1.0
1987-12-03,126.550003,-1.0
1987-12-04,125.260002,-1.0
1987-12-07,127.400002,-1.0
1987-12-08,130.410004,-1.0
1987-12-09,132.630005,-1.0
1987-12-10,130.309998,-1.0
1987-12-11,131.100006,-1.0
1987-12-14,134.679993,-1.0
1987-12-15,135.270004,-1.0
1987-12-16,138.119995,-1.0
1987-12-17,136.029999,-1.0
1987-12-18,139.25,-1.0
1987-12-21,139.619995,-1.0
1987-12-22,139.600006,-1.0
1987-12-23,141.369995,-1.0
1987-12-24,140.940002,-1.0
1987-12-28,137.589996,-1.0
1987-12-29,137.070007,-1.0
1987-12-30,138.820007,-1.0
1987-12-31,138.679993,-1.0
1988-01-04,143.199997,-1.0
1988-01-05,144.929993,-1.0
1988-01-06,145.289993,-1.0
1988-01-07,146.350006,-1.0
1988-01-08,137.779999,-1.0
1988-01-11,139.229996,-1.0
1988-01-12,138.009995,-1.0
1988-01-13,138.279999,-1.0
1988-01-14,138.389999,-1.0
1988-01-15,141.589996,-1.0
1988-01-18,141.679993,-1.0
1988-01-19,140.639999,-1.0
1988-01-20,137.160004,-1.0
1988-01-21,137.460007,-1.0
1988-01-22,139.190002,-1.0
1988-01-25,141.960007,-1.0
1988-01-26,140.789993,-1.0
1988-01-27,140.710007,-1.0
1988-01-28,142.639999,-1.0
1988-01-29,144.539993,-1.0
1988-02-01,143.949997,-1.0
1988-02-02,144.220001,-1.0
1988-02-03,142.639999,-1.0
1988-02-04,142.550003,-1.0
1988-02-05,142.139999,-1.0
1988-02-08,141.179993,-1.0
1988-02-09,142.330002,-1.0
1988-02-10,144.910004,-1.0
1988-02-11,144.759995,-1.0
1988-02-12,145.630005,-1.0
1988-02-16,146.649994,-1.0
1988-02-17,146.470001,-1.0
1988-02-18,145.919998,-1.0
1988-02-19,147.679993,-1.0
1988-02-22,149.619995,-1.0
1988-02-23,149.509995,-1.0
1988-02-24,149.490005,-1.0
1988-02-25,148.380005,-1.0
1988-02-26,148.75,-1.0
1988-02-29,151.429993,-1.0
1988-03-01,151.229996,-1.0
1988-03-02,151.850006,-1.0
1988-03-03,151.979996,-1.0
1988-03-04,151.759995,-1.0
1988-03-07,151.869995,-1.0
1988-03-08,152.949997,-1.0
1988-03-09,152.949997,-1.0
1988-03-10,150.360001,-1.0
1988-03-11,150.699997,-1.0
1988-03-14,151.369995,-1.0
1988-03-15,151.300003,-1.0
1988-03-16,152.610001,-1.0
1988-03-17,154.0,-1.0
1988-03-18,153.919998,-1.0
1988-03-21,152.690002,-1.0
1988-03-22,152.830002,-1.0
1988-03-23,153.029999,-1.0
1988-03-24,150.210007,-1.0
1988-03-25,147.839996,-1.0
1988-03-28,147.279999,-1.0
1988-03-29,148.389999,-1.0
1988-03-30,147.419998,-1.0
1988-03-31,147.970001,-1.0
1988-04-04,146.440002,-1.0
1988-04-05,147.529999,-1.0
1988-04-06,150.850006,-1.0
1988-04-07,151.360001,-1.0
1988-04-08,153.080002,-1.0
1988-04-11,153.529999,-1.0
1988-04-12,154.179993,-1.0
1988-04-13,154.210007,-1.0
1988-04-14,148.240005,-1.0
1988-04-15,148.070007,-1.0
1988-04-18,147.839996,-1.0
1988-04-19,147.369995,-1.0
1988-04-20,146.320007,-1.0
1988-04-21,146.350006,-1.0
1988-04-22,148.050003,-1.0
1988-04-25,149.160004,-1.0
1988-04-26,149.990005,-1.0
1988-04-27,150.029999,-1.0
1988-04-28,149.529999,-1.0
1988-04-29,149.139999,-1.0
1988-05-02,149.169998,-1.0
1988-05-03,149.919998,-1.0
1988-05-04,148.75,-1.0
1988-05-05,147.970001,-1.0
1988-05-06,147.350006,-1.0
1988-05-09,146.679993,-1.0
1988-05-10,147.050003,-1.0
1988-05-11,144.720001,-1.0
1988-05-12,145.089996,-1.0
1988-05-13,146.570007,-1.0
1988-05-16,147.429993,-1.0
1988-05-17,146.0,-1.0
1988-05-18,143.839996,-1.0
1988-05-19,144.259995,-1.0
1988-05-20,144.509995,-1.0
1988-05-23,143.369995,-1.0
1988-05-24,144.660004,-1.0
1988-05-25,144.940002,-1.0
1988-05-26,145.460007,-1.0
1988-05-27,144.919998,-1.0
1988-05-31,149.089996,-1.0
1988-06-01,151.550003,-1.0
1988-06-02,150.899994,-1.0
1988-06-03,151.580002,-1.0
1988-06-06,151.949997,-1.0
1988-06-07,151.169998,-1.0
1988-06-08,154.279999,-1.0
1988-06-09,153.860001,-1.0
1988-06-10,154.429993,-1.0
1988-06-13,154.539993,-1.0
1988-06-14,156.0,-1.0
1988-06-15,156.160004,-1.0
1988-06-16,154.0,-1.0
1988-06-17,154.320007,-1.0
1988-06-20,153.509995,-1.0
1988-06-21,154.809998,-1.0
1988-06-22,156.869995,-1.0
1988-06-23,156.649994,-1.0
1988-06-24,156.289993,-1.0
1988-06-27,154.119995,-1.0
1988-06-28,155.649994,-1.0
1988-06-29,155.080002,-1.0
1988-06-30,156.520004,-1.0
1988-07-01,155.820007,-1.0
1988-07-05,157.580002,-1.0
1988-07-06,155.860001,-1.0
1988-07-07,155.699997,-1.0
1988-07-08,154.910004,-1.0
1988-07-11,155.110001,-1.0
1988-07-12,153.820007,-1.0
1988-07-13,154.449997,-1.0
1988-07-14,154.929993,-1.0
1988-07-15,155.720001,-1.0
1988-07-18,155.0,-1.0
1988-07-19,153.850006,-1.0
1988-07-20,154.5,-1.0
1988-07-21,152.850006,-1.0
1988-07-22,151.279999,-1.0
1988-07-25,151.759995,-1.0
1988-07-26,152.0,-1.0
1988-07-27,150.649994,-1.0
1988-07-28,152.240005,-1.0
1988-07-29,155.080002,-1.0
1988-08-01,155.320007,-1.0
1988-08-02,155.320007,-1.0
1988-08-03,155.809998,-1.0
1988-08-04,155.399994,-1.0
1988-08-05,154.940002,-1.0
1988-08-08,154.389999,-1.0
1988-08-09,152.539993,-1.0
1988-08-10,150.039993,-1.0
1988-08-11,150.410004,-1.0
1988-08-12,150.300003,-1.0
1988-08-15,148.289993,-1.0
1988-08-16,149.240005,-1.0
1988-08-17,149.380005,-1.0
1988-08-18,149.589996,-1.0
1988-08-19,149.300003,-1.0
1988-08-22,147.639999,-1.0
1988-08-23,147.649994,-1.0
1988-08-24,149.580002,-1.0
1988-08-25,148.630005,-1.0
1988-08-26,148.889999,-1.0
1988-08-29,150.229996,-1.0
1988-08-30,150.389999,-1.0
1988-08-31,150.059998,-1.0
1988-09-01,148.410004,-1.0
1988-09-02,151.309998,-1.0
1988-09-06,152.320007,-1.0
1988-09-07,152.080002,-1.0
1988-09-08,152.279999,-1.0
1988-09-09,152.830002,-1.0
1988-09-12,152.669998,-1.0
1988-09-13,153.110001,-1.0
1988-09-14,154.059998,-1.0
1988-09-15,153.520004,-1.0
1988-09-16,154.710007,-1.0
1988-09-19,153.889999,-1.0
1988-09-20,154.360001,-1.0
1988-09-21,154.619995,-1.0
1988-09-22,154.149994,-1.0
1988-09-23,154.440002,-1.0
1988-09-26,153.940002,-1.0
1988-09-27,153.630005,-1.0
1988-09-28,154.029999,-1.0
1988-09-29,155.779999,-1.0
1988-09-30,155.690002,-1.0
1988-10-03,155.199997,-1.0
1988-10-04,154.889999,-1.0
1988-10-05,155.529999,-1.0
1988-10-06,155.820007,-1.0
1988-10-07,158.449997,-1.0
1988-10-10,158.520004,-1.0
1988-10-11,158.369995,-1.0
1988-10-12,156.380005,-1.0
1988-10-13,156.949997,-1.0
1988-10-14,157.089996,-1.0
1988-10-17,157.470001,-1.0
1988-10-18,158.839996,-1.0
1988-10-19,157.740005,-1.0
1988-10-20,160.529999,-1.0
1988-10-21,160.860001,-1.0
1988-10-24,160.289993,-1.0
1988-10-25,160.25,-1.0
1988-10-26,159.699997,-1.0
1988-10-27,157.539993,-1.0
1988-10-28,158.169998,-1.0
1988-10-31,158.360001,-1.0
1988-11-01,158.380005,-1.0
1988-11-02,158.320007,-1.0
1988-11-03,158.449997,-1.0
1988-11-04,157.100006,-1.0
1988-11-07,155.679993,-1.0
1988-11-08,156.330002,-1.0
1988-11-09,155.419998,-1.0
1988-11-10,155.600006,-1.0
1988-11-11,152.729996,-1.0
1988-11-14,152.470001,-1.0
1988-11-15,152.720001,-1.0
1988-11-16,150.320007,-1.0
1988-11-17,150.559998,-1.0
1988-11-18,151.429993,-1.0
1988-11-21,151.130005,-1.0
1988-11-22,151.550003,-1.0
1988-11-23,152.509995,-1.0
1988-11-25,151.630005,-1.0
1988-11-28,152.259995,-1.0
1988-11-29,153.460007,-1.0
1988-11-30,154.979996,-1.0
1988-12-01,154.610001,-1.0
1988-12-02,154.320007,-1.0
1988-12-05,155.759995,-1.0
1988-12-06,157.050003,-1.0
1988-12-07,157.360001,-1.0
1988-12-08,156.589996,-1.0
1988-12-09,156.809998,-1.0
1988-12-12,156.550003,-1.0
1988-12-13,156.410004,-1.0
1988-12-14,155.889999,-1.0
1988-12-15,155.440002,-1.0
1988-12-16,156.479996,-1.0
1988-12-19,157.639999,-1.0
1988-12-20,157.080002,-1.0
1988-12-21,156.990005,-1.0
1988-12-22,156.830002,-1.0
1988-12-23,157.389999,-1.0
1988-12-27,156.899994,-1.0
1988-12-28,157.119995,-1.0
1988-12-29,158.279999,-1.0
1988-12-30,157.809998,-1.0
1989-01-03,156.559998,-1.0
1989-01-04,158.669998,-1.0
1989-01-05,159.0,-1.0
1989-01-06,159.470001,-1.0
1989-01-09,159.679993,-1.0
1989-01-10,159.380005,-1.0
1989-01-11,160.100006,-1.0
1989-01-12,160.699997,-1.0
1989-01-13,161.009995,-1.0
1989-01-16,161.220001,-1.0
1989-01-17,160.860001,-1.0
1989-01-18,162.369995,-1.0
1989-01-19,162.699997,-1.0
1989-01-20,162.570007,-1.0
1989-01-23,161.509995,-1.0
1989-01-24,163.339996,-1.0
1989-01-25,163.770004,-1.0
1989-01-26,165.119995,-1.0
1989-01-27,166.259995,-1.0
1989-01-30,166.889999,-1.0
1989-01-31,168.179993,-1.0
1989-02-01,168.160004,-1.0
1989-02-02,168.179993,-1.0
1989-02-03,168.330002,-1.0
1989-02-06,167.929993,-1.0
1989-02-07,169.839996,-1.0
1989-02-08,169.440002,-1.0
1989-02-09,167.919998,-1.0
1989-02-10,165.75,-1.0
1989-02-13,165.869995,-1.0
1989-02-14,165.690002,-1.0
1989-02-15,166.970001,-1.0
1989-02-16,167.369995,-1.0
1989-02-17,168.339996,-1.0
1989-02-21,167.949997,-1.0
1989-02-22,165.460007,-1.0
1989-02-23,165.960007,-1.0
1989-02-24,163.610001,-1.0
1989-02-27,163.820007,-1.0
1989-02-28,164.350006,-1.0
1989-03-01,163.679993,-1.0
1989-03-02,165.130005,-1.0
1989-03-03,165.770004,-1.0
1989-03-06,167.460007,-1.0
1989-03-07,167.149994,-1.0
1989-03-08,167.300003,-1.0
1989-03-09,167.169998,-1.0
1989-03-10,166.720001,-1.0
1989-03-13,167.860001,-1.0
1989-03-14,167.75,-1.0
1989-03-15,168.470001,-1.0
1989-03-16,169.919998,-1.0
1989-03-17,166.330002,-1.0
1989-03-20,164.800003,-1.0
1989-03-21,165.559998,-1.0
1989-03-22,165.130005,-1.0
1989-03-23,164.479996,-1.0
1989-03-27,165.119995,-1.0
1989-03-28,165.720001,-1.0
1989-03-29,166.139999,-1.0
1989-03-30,166.320007,-1.0
1989-03-31,167.619995,-1.0
1989-04-03,168.449997,-1.0
1989-04-04,167.949997,-1.0
1989-04-05,168.479996,-1.0
1989-04-06,168.080002,-1.0
1989-04-07,169.059998,-1.0
1989-04-10,169.059998,-1.0
1989-04-11,169.800003,-1.0
1989-04-12,170.160004,-1.0
1989-04-13,168.869995,-1.0
1989-04-14,171.220001,-1.0
1989-04-17,171.399994,-1.0
1989-04-18,173.440002,-1.0
1989-04-19,174.059998,-1.0
1989-04-20,173.679993,-1.0
1989-04-21,175.240005,-1.0
1989-04-24,174.850006,-1.0
1989-04-25,174.039993,-1.0
1989-04-26,174.229996,-1.0
1989-04-27,175.559998,-1.0
1989-04-28,175.729996,-1.0
1989-05-01,175.5,-1.0
1989-05-02,175.130005,-1.0
1989-05-03,175.220001,-1.0
1989-05-04,175.110001,-1.0
1989-05-05,175.160004,-1.0
1989-05-08,174.309998,-1.0
1989-05-09,173.910004,-1.0
1989-05-10,174.229996,-1.0
1989-05-11,174.820007,-1.0
1989-05-12,178.169998,-1.0
1989-05-15,179.330002,-1.0
1989-05-16,179.009995,-1.0
1989-05-17,180.229996,-1.0
1989-05-18,180.610001,-1.0
1989-05-19,182.199997,-1.0
1989-05-22,182.600006,-1.0
1989-05-23,180.919998,-1.0
1989-05-24,181.320007,-1.0
1989-05-25,181.470001,-1.0
1989-05-26,182.75,-1.0
1989-05-30,181.669998,-1.0
1989-05-31,181.669998,-1.0
1989-06-01,183.339996,-1.0
1989-06-02,185.190002,-1.0
1989-06-05,183.509995,-1.0
1989-06-06,184.419998,-1.0
1989-06-07,185.960007,-1.0
1989-06-08,185.990005,-1.0
1989-06-09,185.949997,-1.0
1989-06-12,185.720001,-1.0
1989-06-13,184.509995,-1.0
1989-06-14,184.399994,-1.0
1989-06-15,182.440002,-1.0
1989-06-16,183.039993,-1.0
1989-06-19,183.149994,-1.0
1989-06-20,182.839996,-1.0
1989-06-21,182.490005,-1.0
1989-06-22,183.309998,-1.0
1989-06-23,186.020004,-1.0
1989-06-26,185.380005,-1.0
1989-06-27,186.350006,-1.0
1989-06-28,184.949997,-1.0
1989-06-29,181.699997,-1.0
1989-06-30,180.770004,-1.0
1989-07-03,181.350006,-1.0
1989-07-05,181.990005,-1.0
1989-07-06,182.619995,-1.0
1989-07-07,184.410004,-1.0
1989-07-10,185.5,-1.0
1989-07-11,186.440002,-1.0
1989-07-12,187.039993,-1.0
1989-07-13,187.25,-1.0
1989-07-14,188.029999,-1.0
1989-07-17,188.399994,-1.0
1989-07-18,187.860001,-1.0
1989-07-19,190.059998,-1.0
1989-07-20,188.970001,-1.0
1989-07-21,189.910004,-1.0
1989-07-24,188.710007,-1.0
1989-07-25,188.820007,-1.0
1989-07-26,190.809998,-1.0
1989-07-27,192.880005,-1.0
1989-07-28,193.059998,-1.0
1989-07-31,195.0,-1.0
1989-08-01,193.979996,-1.0
1989-08-02,194.300003,-1.0
1989-08-03,194.740005,-1.0
1989-08-04,194.360001,-1.0
1989-08-07,196.970001,-1.0
1989-08-08,197.029999,-1.0
1989-08-09,196.020004,-1.0
1989-08-10,196.770004,-1.0
1989-08-11,195.190002,-1.0
1989-08-14,194.220001,-1.0
1989-08-15,194.910004,-1.0
1989-08-16,195.360001,-1.0
1989-08-17,194.830002,-1.0
1989-08-18,195.570007,-1.0
1989-08-21,192.910004,-1.0
1989-08-22,193.009995,-1.0
1989-08-23,194.779999,-1.0
1989-08-24,198.210007,-1.0
1989-08-25,197.839996,-1.0
1989-08-28,198.5,-1.0
1989-08-29,197.460007,-1.0
1989-08-30,197.940002,-1.0
1989-08-31,198.350006,-1.0
1989-09-01,199.529999,-1.0
1989-09-05,199.050003,-1.0
1989-09-06,197.339996,-1.0
1989-09-07,196.990005,-1.0
1989-09-08,197.259995,-1.0
1989-09-11,196.639999,-1.0
1989-09-12,197.270004,-1.0
1989-09-13,195.770004,-1.0
1989-09-14,194.399994,-1.0
1989-09-15,194.929993,-1.0
1989-09-18,195.679993,-1.0
1989-09-19,195.720001,-1.0
1989-09-20,195.649994,-1.0
1989-09-21,195.419998,-1.0
1989-09-22,196.029999,-1.0
1989-09-25,194.580002,-1.0
1989-09-26,194.800003,-1.0
1989-09-27,195.110001,-1.0
1989-09-28,196.910004,-1.0
1989-09-29,197.410004,-1.0
1989-10-02,198.389999,-1.0
1989-10-03,200.289993,-1.0
1989-10-04,201.429993,-1.0
1989-10-05,201.610001,-1.0
1989-10-06,202.600006,-1.0
1989-10-09,203.100006,1.0
1989-10-10,202.75,1.0
1989-10-11,201.600006,1.0
1989-10-12,200.789993,1.0
1989-10-13,189.460007,1.0
1989-10-16,193.039993,1.0
1989-10-17,192.190002,1.0
1989-10-18,192.720001,1.0
1989-10-19,195.690002,1.0
1989-10-20,195.669998,1.0
1989-10-23,194.380005,1.0
1989-10-24,193.320007,1.0
1989-10-25,192.889999,1.0
1989-10-26,190.600006,1.0
1989-10-27,188.820007,1.0
1989-10-30,188.710007,1.0
1989-10-31,191.339996,1.0
1989-11-01,191.949997,1.0
1989-11-02,190.619995,1.0
1989-11-03,190.240005,1.0
1989-11-06,187.630005,1.0
1989-11-07,188.580002,1.0
1989-11-08,190.460007,1.0
1989-11-09,189.820007,1.0
1989-11-10,190.990005,1.0
1989-11-13,191.229996,1.0
1989-11-14,190.460007,1.0
1989-11-15,191.720001,1.0
1989-11-16,191.710007,1.0
1989-11-17,192.240005,1.0
1989-11-20,191.059998,1.0
1989-11-21,190.979996,1.0
1989-11-22,192.110001,1.0
1989-11-24,193.169998,1.0
1989-11-27,193.929993,1.0
1989-11-28,194.100006,1.0
1989-11-29,193.070007,1.0
1989-11-30,194.050003,1.0
