,Date,Adj Close,State
0,1987-09-11,181.33999633789062,0
1,1987-09-14,181.7899932861328,0
2,1987-09-15,179.27000427246094,0
3,1987-09-16,177.88999938964844,0
4,1987-09-17,177.83999633789062,0
5,1987-09-18,177.69000244140625,0
6,1987-09-21,175.47999572753906,0
7,1987-09-22,179.4199981689453,0
8,1987-09-23,180.52000427246094,0
9,1987-09-24,179.97000122070312,0
10,1987-09-25,180.22999572753906,0
11,1987-09-28,181.66000366210938,0
12,1987-09-29,181.66000366210938,0
13,1987-09-30,181.3800048828125,0
14,1987-10-01,184.13999938964844,0
15,1987-10-02,184.6999969482422,0
16,1987-10-05,184.8000030517578,0
17,1987-10-06,180.49000549316406,0
18,1987-10-07,179.88999938964844,0
19,1987-10-08,177.60000610351562,0
20,1987-10-09,176.07000732421875,0
21,1987-10-12,174.85000610351562,0
22,1987-10-13,177.25,0
23,1987-10-14,172.6999969482422,-1
24,1987-10-15,168.99000549316406,-1
25,1987-10-16,160.67999267578125,-1
26,1987-10-19,131.0399932861328,-1
27,1987-10-20,133.52999877929688,-1
28,1987-10-21,145.3300018310547,-1
29,1987-10-22,139.61000061035156,-1
30,1987-10-23,138.9499969482422,-1
31,1987-10-26,127.37999725341797,-1
32,1987-10-27,129.5800018310547,-1
33,1987-10-28,129.3300018310547,-1
34,1987-10-29,135.57000732421875,-1
35,1987-10-30,140.32000732421875,-1
36,1987-11-02,142.25,0
37,1987-11-03,139.58999633789062,0
38,1987-11-04,138.7100067138672,0
39,1987-11-05,141.5800018310547,0
40,1987-11-06,139.91000366210938,0
41,1987-11-09,136.32000732421875,0
42,1987-11-10,133.97999572753906,0
43,1987-11-11,135.35000610351562,0
44,1987-11-12,138.7100067138672,0
45,1987-11-13,137.47000122070312,0
46,1987-11-16,137.91000366210938,0
47,1987-11-17,135.8800048828125,0
48,1987-11-18,137.1300048828125,0
49,1987-11-19,134.36000061035156,0
50,1987-11-20,135.0500030517578,0
51,1987-11-23,135.5800018310547,0
52,1987-11-24,137.33999633789062,0
53,1987-11-25,136.4499969482422,0
54,1987-11-27,134.72999572753906,0
55,1987-11-30,129.3000030517578,0
56,1987-12-01,130.00999450683594,0
57,1987-12-02,130.63999938964844,0
58,1987-12-03,126.55000305175781,0
59,1987-12-04,125.26000213623047,0
60,1987-12-07,127.4000015258789,0
61,1987-12-08,130.41000366210938,0
62,1987-12-09,132.6300048828125,0
63,1987-12-10,130.30999755859375,0
64,1987-12-11,131.10000610351562,0
65,1987-12-14,134.67999267578125,0
66,1987-12-15,135.27000427246094,0
67,1987-12-16,138.1199951171875,0
68,1987-12-17,136.02999877929688,0
69,1987-12-18,139.25,0
70,1987-12-21,139.6199951171875,0
71,1987-12-22,139.60000610351562,0
72,1987-12-23,141.3699951171875,0
73,1987-12-24,140.94000244140625,0
74,1987-12-28,137.58999633789062,0
75,1987-12-29,137.07000732421875,0
76,1987-12-30,138.82000732421875,0
77,1987-12-31,138.67999267578125,0
78,1988-01-04,143.1999969482422,0
79,1988-01-05,144.92999267578125,0
80,1988-01-06,145.2899932861328,0
81,1988-01-07,146.35000610351562,0
82,1988-01-08,137.77999877929688,-1
83,1988-01-11,139.22999572753906,0
84,1988-01-12,138.00999450683594,0
85,1988-01-13,138.27999877929688,0
86,1988-01-14,138.38999938964844,0
87,1988-01-15,141.58999633789062,0
88,1988-01-18,141.67999267578125,0
89,1988-01-19,140.63999938964844,0
90,1988-01-20,137.16000366210938,0
91,1988-01-21,137.4600067138672,0
92,1988-01-22,139.19000244140625,0
93,1988-01-25,141.9600067138672,0
94,1988-01-26,140.7899932861328,0
95,1988-01-27,140.7100067138672,0
96,1988-01-28,142.63999938964844,0
97,1988-01-29,144.5399932861328,0
98,1988-02-01,143.9499969482422,0
99,1988-02-02,144.22000122070312,0
100,1988-02-03,142.63999938964844,0
101,1988-02-04,142.5500030517578,0
102,1988-02-05,142.13999938964844,0
103,1988-02-08,141.17999267578125,0
104,1988-02-09,142.3300018310547,0
105,1988-02-10,144.91000366210938,0
106,1988-02-11,144.75999450683594,1
107,1988-02-12,145.6300048828125,1
108,1988-02-16,146.64999389648438,1
109,1988-02-17,146.47000122070312,1
110,1988-02-18,145.9199981689453,1
111,1988-02-19,147.67999267578125,1
112,1988-02-22,149.6199951171875,1
113,1988-02-23,149.50999450683594,1
114,1988-02-24,149.49000549316406,1
115,1988-02-25,148.3800048828125,1
116,1988-02-26,148.75,1
117,1988-02-29,151.42999267578125,1
118,1988-03-01,151.22999572753906,1
119,1988-03-02,151.85000610351562,1
120,1988-03-03,151.97999572753906,1
121,1988-03-04,151.75999450683594,1
122,1988-03-07,151.8699951171875,1
123,1988-03-08,152.9499969482422,1
124,1988-03-09,152.9499969482422,1
125,1988-03-10,150.36000061035156,1
126,1988-03-11,150.6999969482422,1
127,1988-03-14,151.3699951171875,1
128,1988-03-15,151.3000030517578,1
129,1988-03-16,152.61000061035156,1
130,1988-03-17,154.0,1
131,1988-03-18,153.9199981689453,1
132,1988-03-21,152.69000244140625,1
133,1988-03-22,152.8300018310547,1
134,1988-03-23,153.02999877929688,1
135,1988-03-24,150.2100067138672,0
136,1988-03-25,147.83999633789062,0
137,1988-03-28,147.27999877929688,0
138,1988-03-29,148.38999938964844,0
139,1988-03-30,147.4199981689453,0
140,1988-03-31,147.97000122070312,0
141,1988-04-04,146.44000244140625,0
142,1988-04-05,147.52999877929688,0
143,1988-04-06,150.85000610351562,0
144,1988-04-07,151.36000061035156,0
145,1988-04-08,153.0800018310547,0
146,1988-04-11,153.52999877929688,0
147,1988-04-12,154.17999267578125,0
148,1988-04-13,154.2100067138672,0
149,1988-04-14,148.24000549316406,0
150,1988-04-15,148.07000732421875,1
151,1988-04-18,147.83999633789062,1
152,1988-04-19,147.3699951171875,1
153,1988-04-20,146.32000732421875,1
154,1988-04-21,146.35000610351562,1
155,1988-04-22,148.0500030517578,1
156,1988-04-25,149.16000366210938,1
157,1988-04-26,149.99000549316406,1
158,1988-04-27,150.02999877929688,1
159,1988-04-28,149.52999877929688,1
160,1988-04-29,149.13999938964844,1
161,1988-05-02,149.1699981689453,1
162,1988-05-03,149.9199981689453,1
163,1988-05-04,148.75,1
164,1988-05-05,147.97000122070312,1
165,1988-05-06,147.35000610351562,1
166,1988-05-09,146.67999267578125,1
167,1988-05-10,147.0500030517578,1
168,1988-05-11,144.72000122070312,0
169,1988-05-12,145.08999633789062,0
170,1988-05-13,146.57000732421875,0
171,1988-05-16,147.42999267578125,0
172,1988-05-17,146.0,0
173,1988-05-18,143.83999633789062,0
174,1988-05-19,144.25999450683594,0
175,1988-05-20,144.50999450683594,0
176,1988-05-23,143.3699951171875,0
177,1988-05-24,144.66000366210938,0
178,1988-05-25,144.94000244140625,0
179,1988-05-26,145.4600067138672,0
180,1988-05-27,144.9199981689453,0
181,1988-05-31,149.08999633789062,0
182,1988-06-01,151.5500030517578,0
183,1988-06-02,150.89999389648438,0
184,1988-06-03,151.5800018310547,0
185,1988-06-06,151.9499969482422,0
186,1988-06-07,151.1699981689453,0
187,1988-06-08,154.27999877929688,0
188,1988-06-09,153.86000061035156,1
189,1988-06-10,154.42999267578125,1
190,1988-06-13,154.5399932861328,1
191,1988-06-14,156.0,1
192,1988-06-15,156.16000366210938,1
193,1988-06-16,154.0,1
194,1988-06-17,154.32000732421875,1
195,1988-06-20,153.50999450683594,1
196,1988-06-21,154.80999755859375,1
197,1988-06-22,156.8699951171875,1
198,1988-06-23,156.64999389648438,1
199,1988-06-24,156.2899932861328,1
200,1988-06-27,154.1199951171875,1
201,1988-06-28,155.64999389648438,1
202,1988-06-29,155.0800018310547,1
203,1988-06-30,156.52000427246094,1
204,1988-07-01,155.82000732421875,1
205,1988-07-05,157.5800018310547,1
206,1988-07-06,155.86000061035156,1
207,1988-07-07,155.6999969482422,1
208,1988-07-08,154.91000366210938,1
209,1988-07-11,155.11000061035156,1
210,1988-07-12,153.82000732421875,1
211,1988-07-13,154.4499969482422,1
212,1988-07-14,154.92999267578125,1
213,1988-07-15,155.72000122070312,1
214,1988-07-18,155.0,1
215,1988-07-19,153.85000610351562,1
216,1988-07-20,154.5,1
217,1988-07-21,152.85000610351562,1
218,1988-07-22,151.27999877929688,1
219,1988-07-25,151.75999450683594,1
220,1988-07-26,152.0,1
221,1988-07-27,150.64999389648438,1
